text,label
"Keluhan utama: menggigil, muntah, lemas, demam tinggi, mual, sembelit, sakit perut, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
"Badan terasa menggigil disertai lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Keluhan utama: lemas, kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Saya mengalami sakit dada, pusing, hilang keseimbangan, sulit berkonsentrasi",Hypertension
"Badan terasa itching disertai ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
"Pasien mengeluh itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut dan mata menguning",Kolestasis Kronis
"Keluhan utama: sakit punggung, lemah anggota gerak, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Keluhan utama: menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Badan terasa pengecilan otot disertai bercak di tenggorokan, kontak seksual berisiko",HIV/AIDS
"Badan terasa nyeri sendi disertai muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Dok, saya merasa ruam kulit dan luka gores",Jerawat
Gejala yang dialami: bersin terus menerus serta menggigil,ISPA/Influenza
Gejala yang dialami: sakit kepala serta sakit dada,Hypertension
"Dok, saya merasa lemas dan urat menonjol di betis",Varises
"Badan terasa bersin terus menerus disertai menggigil, mata berair",Alergi
"Pasien mengeluh muntah, sakit kepala, lemah satu sisi tubuh dan kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Badan terasa nyeri sendi disertai muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
Gejala yang dialami: muntah serta sesak napas,Serangan Jantung
Gejala yang dialami: nyeri sendi serta sakit leher,Osteoartritis
Gejala yang dialami: lemas serta batuk,Asma Bronkial
Gejala yang dialami: lemas serta batuk,Asma Bronkial
"Badan terasa menggigil disertai lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Dok, saya merasa nyeri sendi dan kuku meradang",Psoriasis
"Saya mengalami bersin terus menerus, menggigil, lemas, batuk, demam tinggi, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
"Badan terasa ruam kulit disertai jerawat bernanah, komedo, luka gores",Jerawat
"Badan terasa muntah disertai sakit kepala, lemah satu sisi tubuh, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
Gejala yang dialami: sakit saat buang air besar serta sakit di daerah anus,Wasir/Ambeien
"Keluhan utama: ruam kulit, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Saya mengalami rasa terbakar saat buang air kecil, tidak nyaman di kandung kemih, rasa ingin pipis terus",Infeksi Saluran Kemih
"Badan terasa itching disertai ruam kulit, dischromic  patches",Infeksi Jamur
"Pasien mengeluh muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas dan gatal di dalam",Gastritis (Maag)
"Dok, saya merasa asam lambung naik dan sakit dada",GERD (Asam Lambung)
"Pasien mengeluh menggigil, lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat dan dahak berwarna karat",Pneumonia (Radang Paru)
"Pasien mengeluh nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma dan pendarahan lambung",Hepatitis E
"Dok, saya merasa nyeri sendi dan nyeri otot",hepatitis A
"Keluhan utama: muntah, mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
"Keluhan utama: itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Saya mengalami ruam kulit, jerawat bernanah, komedo, luka gores",Jerawat
"Pasien mengeluh lemah otot, leher kaku, sendi bengkak, kaku saat bergerak dan sakit saat berjalan",Radang Sendi
"Badan terasa muntah disertai sakit kepala, lemah satu sisi tubuh, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
"Keluhan utama: muntah, sakit kepala, mual, berputar-putar, hilang keseimbangan, tidak stabil",Vertigo
"Saya mengalami ruam kulit, demam tinggi, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Keluhan utama: pengecilan otot, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Saya mengalami berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Pasien mengeluh lemas, batuk, demam tinggi, sesak napas dan riwayat keluarga",Asma Bronkial
Gejala yang dialami: sakit kepala serta sakit dada,Hypertension
"Saya mengalami muntah, sakit kepala, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
Gejala yang dialami: lemah otot serta sendi bengkak,Radang Sendi
"Badan terasa sakit saat buang air besar disertai sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Pasien mengeluh itching, ruam kulit, rasa terbakar saat buang air kecil dan spotting  urination",Reaksi Obat/Alergi
Gejala yang dialami: nyeri sendi serta muntah,Hepatitis D
"Pasien mengeluh lemah anggota gerak, sakit leher, pusing dan hilang keseimbangan",Saraf Leher Terjepit
"Saya mengalami lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah, haid tidak normal",Hipotiroid
"Pasien mengeluh itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap dan sakit perut",Penyakit Kuning
"Saya mengalami muntah, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Keluhan utama: lemas, kulit menguning, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Pasien mengeluh nyeri sendi, sakit leher, nyeri sendi panggul, sendi bengkak dan sakit saat berjalan",Osteoartritis
"Badan terasa nyeri sendi disertai muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Pasien mengeluh menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, wajah pucat sakit dan sakit perut",Tifush (Demam Tifoid)
"Dok, saya merasa itching dan sakit perut",Penyakit Kuning
"Saya mengalami lemas, kulit menguning, mual, mata menguning, riwayat keluarga",Hepatitis C
"Pasien mengeluh itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil dan spotting  urination",Reaksi Obat/Alergi
"Badan terasa nyeri sendi disertai muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Pasien mengeluh muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas dan gatal di dalam",Gastritis (Maag)
"Keluhan utama: itching, lemas, lesu, kulit menguning, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah, menerima suntikan tidak steril",Hepatitis B
"Saya mengalami menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Saya mengalami muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Badan terasa itching disertai ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Badan terasa bersin terus menerus disertai menggigil, menggigil, mata berair",Alergi
"Dok, saya merasa lemah otot dan sakit saat berjalan",Radang Sendi
"Pasien mengeluh menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual dan nyeri otot",Malaria
"Saya mengalami asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
"Saya mengalami pengecilan otot, bercak di tenggorokan, demam tinggi",HIV/AIDS
"Keluhan utama: lemas, batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
Gejala yang dialami: sakit punggung serta lemah anggota gerak,Saraf Leher Terjepit
"Keluhan utama: lemas, kram, memar, obesitas, pembuluh darah bengkak, urat menonjol di betis",Varises
"Saya mengalami itching, ruam kulit, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Keluhan utama: sakit perut, asam lambung naik, sariawan di lidah, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Keluhan utama: muntah, lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Dok, saya merasa sembelit dan iritasi di anus",Wasir/Ambeien
"Badan terasa lemas disertai kulit menguning, mual, hilang nafsu makan, mata menguning, riwayat keluarga",Hepatitis C
"Keluhan utama: menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
Gejala yang dialami: menggigil serta menggigil,Alergi
"Badan terasa nyeri sendi disertai muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Saya mengalami ruam kulit, menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Dok, saya merasa muntah dan sakit dada",Serangan Jantung
"Pasien mengeluh bersin terus menerus, menggigil, lemas, batuk, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
Gejala yang dialami: sakit kepala serta sakit dada,Hypertension
"Keluhan utama: sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Pasien mengeluh muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning dan nyeri otot",hepatitis A
"Badan terasa muntah disertai lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Saya mengalami muntah, mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
Gejala yang dialami: asam lambung naik serta gangguan pencernaan,Migrain
"Badan terasa lemas disertai berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami menggigil, muntah, lemas, berat badan turun, batuk, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Pasien mengeluh muntah, kulit menguning, sakit perut, perut membengkak, perut kembung, riwayat konsumsi alkohol dan kelebihan cairan",Hepatitis Alkoholik
"Saya mengalami bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Dok, saya merasa tidak nyaman di kandung kemih dan rasa ingin pipis terus",Infeksi Saluran Kemih
"Keluhan utama: nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
"Keluhan utama: ruam kulit, nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
Gejala yang dialami: muntah serta lemas,Hipoglikemia (Gula Darah Rendah)
"Keluhan utama: lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak, urat menonjol di betis",Varises
"Pasien mengeluh bersin terus menerus, menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
Gejala yang dialami: sakit perut serta asam lambung naik,GERD (Asam Lambung)
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Pasien mengeluh itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut dan mata menguning",Kolestasis Kronis
"Saya mengalami ruam kulit, menggigil, nyeri sendi, muntah, lemas, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Keluhan utama: pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Keluhan utama: muntah, sesak napas, berkeringat, sakit dada",Serangan Jantung
"Keluhan utama: muntah, mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
"Saya mengalami sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Pasien mengeluh itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan dan bintik merah di seluruh tubuh",Cacar Air
Gejala yang dialami: lemas serta demam tinggi,Asma Bronkial
"Saya mengalami gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah, gangguan pengelihatan",Migrain
"Saya mengalami muntah, lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Pasien mengeluh itching, ruam kulit, benjolan merah di kulit dan dischromic  patches",Infeksi Jamur
Gejala yang dialami: bersin terus menerus serta menggigil,Alergi
"Badan terasa nyeri sendi disertai muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Badan terasa muntah disertai lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Keluhan utama: nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
"Keluhan utama: bersin terus menerus, menggigil, menggigil",Alergi
Gejala yang dialami: muntah serta gangguan pencernaan,Gastritis (Maag)
"Badan terasa itching disertai ruam kulit, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
"Badan terasa menggigil disertai lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Badan terasa lemah otot disertai leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
"Badan terasa ruam kulit disertai lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Saya mengalami pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Saya mengalami lemas, batuk, demam tinggi, sesak napas, riwayat keluarga, dahak berlendir",Asma Bronkial
Gejala yang dialami: itching serta ruam kulit,Infeksi Jamur
"Badan terasa lemah otot disertai leher kaku, sendi bengkak, kaku saat bergerak, sakit saat berjalan",Radang Sendi
Gejala yang dialami: rasa terbakar saat buang air kecil serta tidak nyaman di kandung kemih,Infeksi Saluran Kemih
"Badan terasa itching disertai ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
